"id","clee","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"6186737","12018212391000261000000000U3","UNIDAD ECONOMICA MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","POZAHUALCO","CALLE","NINGUNO","AVENIDA","LAS SALINAS","CALLE","SAN JOSE","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","029",,,,"Fijo","16.56571164","-98.85022099","2011-03"
"11730932","12018212391001771000000000U0","UNIDAD ECONOMICA MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Emiliano Zapata","CALLE","Niños Héroes","CALLE","Ninguno","CALLE","Ignacio Allende","0","SN",,,,,"LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","017","7411469918",,,"Fijo","16.56648278","-98.85376091","2025-04"
"6186818","12018212391001002001000000U0","UNIDAD ECONOMICA MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","LAZARO CARDENAS","CALLE","NINGUNO","CALLE","FRANCISCO CLEMENTE","CALLE","GUADALUPE VICTORIA","0","SN",,,,,"LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","064","7411271646",,,"Fijo","16.56466643","-98.84999842","2010-07"
"6186819","12018212391000801001000000U6","UNIDAD ECONOMICA MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","AVENIDA","LAS SALINAS","CALLE","NINGUNO","CALLE","J. CARMEN BALBUENA","CALLE","J.CARMEN BALBUENA","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","026",,,,"Fijo","16.56750076","-98.84959542","2010-07"
"6186608","12018212391001541000000000U7","UNIDAD ECONOMICA MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","GUADALUPE VICTORIA","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","122","6242196888",,,"Fijo","16.56419874","-98.85250354","2014-12"
"11809018","12046212321000381000000000U7","UNIDAD MIENRA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Ninguno","CALLE","Vicente Guerrero","CALLE","Adolfo López Mateos","CALLE","Niños Héroes","0","SN",,,,,"PUEBLO","EL SEPUDO",,,,"41734","12","Guerrero","046","Ometepec","0036","El Sepudo                                                                                                     ","0303","003",,,,"Fijo","16.64380604","-98.49182148","2025-04"
"11784389","12023212321000121000000000U6","UNIDAD MINERA",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Ninguno","CALLE","Ninguno","CALLE","Faustino Zapata Domínguez","CALLE","Ninguno","0","SN",,,,,"PUEBLO","CERRO DE LAS TABLAS",,,,"41952","12","Guerrero","023","Cuajinicuilapa","0008","Cerro de las Tablas                                                                                           ","0262","009","7411329564",,,"Fijo","16.57433165","-98.4906555","2025-04"
"11774227","12046212321000341000000000U1","UNIDAD MINERA ",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","0","SN",,,,,"PUEBLO","MILPILLAS ",,,,"41734","12","Guerrero","046","Ometepec","0021","Milpillas                                                                                                     ","0303","024",,,,"Fijo","16.5792688","-98.4593818","2025-04"
"11839855","12036212321000621000000000U7","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Ninguno","CALLE","Principal","CALLE","Ninguno","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","EL CAPULIN",,,,"41997","12","Guerrero","036","Igualapa","0019","El Capulín                                                                                                    ","0082","004",,,,"Fijo","16.66940164","-98.50591447","2025-04"
"11732125","12046212321000391000000000U6","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Ninguno","CALLE","Vicente Guerrero","CALLE","Adolfo López Mateos","CALLE","Niños Héroes","0","SN",,,,,"PUEBLO","EL SEPUDO",,,,"41734","12","Guerrero","046","Ometepec","0036","El Sepudo                                                                                                     ","0303","003",,,,"Fijo","16.64378039","-98.49180563","2025-04"
"6186645","12046212321000231000000000U4","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO ","CALLE","NINGUNO ","CALLE","NINGUNO ","0","SN",,,,,"LOCALIDAD","MILPILLAS",,,,,"12","Guerrero","046","Ometepec","0021","Milpillas                                                                                                     ","0303","003","7411126443",,,"Fijo","16.58009947","-98.46043904","2014-12"
"6186648","12046212321000271000000000U0","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","CUAUHTEMOC","OTRO(ESPECIFIQUE)","RIO","CALLE","BENITO JUAREZ","CALLEJON","NINGUNO","0","SN",,,,,"LOCALIDAD","VISTA HERMOSA",,,,,"12","Guerrero","046","Ometepec","0034","Vista Hermosa                                                                                                 ","0303","021",,,,"Fijo","16.60727538","-98.49020773","2014-12"
"6186651","12046212321000061000000000U5","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNA ","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","MILPILLAS",,,,,"12","Guerrero","046","Ometepec","0021","Milpillas                                                                                                     ","0303","006",,,,"Fijo","16.58113281","-98.46192124","2014-12"
"6186653","12046212321000241000000000U3","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLEJON","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","MILPILLAS",,,,,"12","Guerrero","046","Ometepec","0021","Milpillas                                                                                                     ","0303","017",,,,"Fijo","16.58041774","-98.46143099","2014-12"
"11800132","12013212321000051000000000U6","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Miguel Hidalgo","CALLE","Vicente Guerrero","CALLE","Francisco Villa","CALLE","Benito Juárez","0","SN",,,,,"LOCALIDAD","TALAPILLA",,,,"41914","12","Guerrero","013","Azoyú","0054","Talapilla                                                                                                     ","0209","001","7411215990",,,"Fijo","16.64841146","-98.50537343","2025-04"
"11789466","12013212321000061000000000U5","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Miguel Hidalgo","CALLE","Vicente Guerrero","CALLE","Francisco Villa","CALLE","Benito Juárez","0","SN",,,,,"LOCALIDAD","TALAPILLA",,,,"41914","12","Guerrero","013","Azoyú","0054","Talapilla                                                                                                     ","0209","001",,,,"Fijo","16.64849082","-98.50540893","2025-04"
"11735889","12013212321000071000000000U4","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Benito Juárez","CALLE","Vicente Guerrero","CALLE","Francisco Villa","CALLE","Miguel Hidalgo","0","SN",,,,,"LOCALIDAD","TALAPILLA",,,,"41914","12","Guerrero","013","Azoyú","0054","Talapilla                                                                                                     ","0209","001","7443735028",,,"Fijo","16.64865036","-98.50481894","2025-04"
"11732126","12013212321000081000000000U3","UNIDAD MINERA DE GRAVA SIN NOMBRE",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","Benito Juárez","CALLE","Vicente Guerrero","CALLE","Francisco Villa","CALLE","Miguel Hidalgo","0","SN",,,,,"LOCALIDAD","TALAPILLA",,,,"41914","12","Guerrero","013","Azoyú","0054","Talapilla                                                                                                     ","0209","001",,,,"Fijo","16.64860466","-98.50481736","2025-04"
"6186704","12036212321000101000000000U0","UNIDAD MINERA DE MINERIA GRAVA",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","PIPILA","CALLE","PIPILA","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"PUEBLO","SAN JUAN DE LOS LLANOS",,,,,"12","Guerrero","036","Igualapa","0010","San Juan de los Llanos                                                                                        ","0082","016","7411466262",,,"Fijo","16.65947757","-98.50150903","2010-07"
"11734444","12048212391000331000000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","JULUCHUCA",,,,"40834","12","Guerrero","048","Petatlán","0098","Juluchuca                                                                                                     ","0628","031","7581041305",,,"Fijo","17.45357557","-101.23020445","2025-04"
"6186611","12018212391001271000000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CERRADA","NINGUNO","AVENIDA","POZAHUALCO","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","137","7411105909",,,"Fijo","16.56803454","-98.85511149","2014-12"
"11730892","12048212391000301000000000U4","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","LAS SALINAS EL CUAJO",,,,"40832","12","Guerrero","048","Petatlán","0174","Las Salinas (Salinas el Cuajo)                                                                                ","0628","003","7421152974",,,"Fijo","17.44405876","-101.20417365","2025-04"
"6186877","12018212391000281000000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","LAZARO CARDENAS","CALLE","LAS SALINAS","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"PUEBLO","LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","119","7411003092",,,"Fijo","16.56472762","-98.85373628","2011-03"
"6186849","12048212391000071000000000U3","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO ","CALLE","NINGUNO","0","SN",,,,,"PUEBLO","JULUCHUCA",,,,,"12","Guerrero","048","Petatlán","0098","Juluchuca                                                                                                     ","0628","009",,,,"Fijo","17.45762823","-101.22597053","2011-03"
"6186880","12018212391000551000000000U7","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CERRADA","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","7411314216",,,"Fijo","16.56726566","-98.85257431","2011-03"
"11738496","12048212391000321000000000U2","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","JULUCHUCA",,,,"40832","12","Guerrero","048","Petatlán","0098","Juluchuca                                                                                                     ","0628","800",,,,"Fijo","17.46024366","-101.22355582","2025-04"
"6186881","12018212391000993001000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NIÑOS HEROES","CALLE","EMILIANO ZAPATA","CALLE","IGNACIO ALLENDE","CALLE","NINGUNO","0","SN",,,,,"LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","036","7411046937",,,"Fijo","16.56633962","-98.8541764","2011-03"
"6186837","12048212391000061000000000U4","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","ANDADOR","NINGUNO ","ANDADOR","NINGUNO ","CALLE","NINGUNO","0","SN",,,"0","SN","COLONIA","LAS SALINAS EL CUAJO",,,,,"12","Guerrero","048","Petatlán","0174","Las Salinas (Salinas el Cuajo)                                                                                ","0628","003","7581034805",,,"Fijo","17.44329583","-101.20521981","2011-03"
"6186882","12018212391000661000000000U4","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","IGNACIO ALLENDE","CALLE","POZAHUALCO","CALLE","VENUSTIANO CARRANZA","CALLE","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","006","7411326194",,,"Fijo","16.56721221","-98.85344384","2011-03"
"11799704","12048212391000281000000000U8","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","JULUCHUCA",,,,"40834","12","Guerrero","048","Petatlán","0098","Juluchuca                                                                                                     ","0628","009","7581000783",,,"Fijo","17.45763896","-101.22596663","2025-04"
"6186821","12018212391001052001000000U5","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","AVENIDA","POZAHUALCO","CALLE","REVOLUCION","CALLE","NINGUNO","CALLE","REVOLUCION","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","074",,,,"Fijo","16.57034291","-98.8550265","2010-07"
"11776591","12048212391000291000000000U7","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLEJON","Ninguno","ANDADOR","Ninguno","ANDADOR","Ninguno","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","LAS SALINAS EL CUAJO",,,,"40832","12","Guerrero","048","Petatlán","0174","Las Salinas (Salinas el Cuajo)                                                                                ","0628","015","7581089013",,,"Fijo","17.4449018","-101.20576813","2025-04"
"6186607","12018212391001381000000000U8","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","IGNACIO ALLENDE","CALLE","CONSTITUCION","CALLE","REVOLUCION","CALLE","EMILIANO ZAPATA","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","008",,,,"Fijo","16.56829528","-98.85292019","2014-12"
"11742217","12048212391000312000000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","6 a 10 personas","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","JULUCHUCA",,,,"40834","12","Guerrero","048","Petatlán","0098","Juluchuca                                                                                                     ","0628","001","7581103262",,,"Fijo","17.4548384","-101.2288712","2025-04"
"11741885","12018212391001851000000000U0","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","María del Rosario Martínez Lucas","CALLE","Emiliano Zapata","CALLE","Constitución","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","9541645053",,,"Fijo","16.56811797","-98.85205308","2025-04"
"11745724","12018212391002091000000000U2","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Carretera Federal","CALLE","Ignacio Zaragoza","CALLE","Ninguno","CALLE","12 de Diciembre","0","SN",,,"0","SN","LOCALIDAD","ISLALTEPEC LAS PAROTAS",,,,"41880","12","Guerrero","018","Copala","0017","Islaltepec (Las Parotas)","007A","008","7411462926",,,"Fijo","16.57824885","-98.84095864","2025-04"
"6186823","12018212391000841001000000U2","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","REVOLUCION","CALLE","NINGUNO","CALLE","REVOLUCION","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","074","7411313223",,,"Fijo","16.57034291","-98.8550265","2010-07"
"6186826","12018212391000871001000000U9","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","REVOLUCION","CALLE","EMILIANO ZAPATA","CALLE","IGNACIO ALLENDE","CALLE","CONSTITUCION","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","008",,,,"Fijo","16.56845292","-98.85240205","2010-07"
"11734759","12018212391001991000000000U4","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","Emiliano Zapata","CALLE","María del Rosario Martínez Lucas","CALLE","Constitución","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","7451068123",,,"Fijo","16.56816649","-98.85210395","2025-04"
"11735307","12018212391001921000000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","Emiliano Zapata","CALLE","María del Rosario Martínez Lucas","CALLE","Constitución","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","7411229387",,,"Fijo","16.56809274","-98.85202663","2025-04"
"6186815","12018212391000771000000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","112",,,,"Fijo","16.56934016","-98.85514558","2010-07"
"6186612","12018212391001113001000000U5","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","REVOLUCION","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","041",,,,"Fijo","16.56977608","-98.85296148","2014-12"
"6186613","12018212391001243001000000U0","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","REVOLUCION","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","041","7411352584",,,"Fijo","16.56974199","-98.85299313","2014-12"
"11781525","12018212391002021000000000U9","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","J. Carmen Balbuena","CALLE","Pozahualco","CALLE","Ninguno","AVENIDA","Las Salinas","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","012","7411270842",,,"Fijo","16.56681048","-98.85103238","2025-04"
"11842211","12018212391002071000000000U4","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","12 de Diciembre","CALLE","Ignacio Zaragoza","CALLE","12 de Diciembre","CALLE","Carretera Federal","0","SN",,,"0","SN","LOCALIDAD","ISLALTEPEC LAS PAROTAS",,,,"41880","12","Guerrero","018","Copala","0017","Islaltepec (Las Parotas)","007A","004","7411361810",,,"Fijo","16.57921101","-98.84061273","2025-04"
"6186915","12018212391000371001000000U0","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","AVENIDA","POZAHUALCO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","IGNACIO ALLENDE","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","018","7411449526",,,"Fijo","16.56731615","-98.85432959","2011-03"
"11836967","12018212391001931000000000U0","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","Emiliano Zapata","CALLE","María del Rosario Martínez Lucas","CALLE","Constitución","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","7411256126",,,"Fijo","16.56808702","-98.85202063","2025-04"
"11776275","12018212391001901000000000U3","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Pozahualco","CALLE","Ninguno","AVENIDA","Las Salinas","CALLE","Ninguno","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","028","7411363786",,,"Fijo","16.56574898","-98.8501403","2025-04"
"11776312","12018212391001831000000000U2","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Guadalupe Victoria","CALLE","Ninguno","CALLE","Ninguno","CERRADA","Ninguno","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","122","7411512236",,,"Fijo","16.56449668","-98.85148912","2025-04"
"11784461","12018212391002001000000000U1","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","María del Rosario Martínez Lucas","CALLE","Emiliano Zapata","CALLE","Constitución","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","7411461365",,,"Fijo","16.56810964","-98.85204435","2025-04"
"11824433","12018212391001981000000000U5","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Juan Aldama","CALLE","Revolución","CALLE","Constitución","CALLE","Ignacio Allende","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","020","7411466489",,,"Fijo","16.56861498","-98.85326623","2025-04"
"11819056","12018212391002081000000000U3","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","12 de Diciembre","CALLE","12 de Diciembre","CALLE","Carretera Federal","CALLE","5 de Mayo","0","SN",,,"0","SN","LOCALIDAD","ISLALTEPEC LAS PAROTAS",,,,"41880","12","Guerrero","018","Copala","0017","Islaltepec (Las Parotas)","007A","003","7411233181",,,"Fijo","16.57923378","-98.84028251","2025-04"
"11834154","12018212391001861000000000U9","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","María del Rosario Martínez Lucas","CALLE","Emiliano Zapata","CALLE","Constitución","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","7411166966",,,"Fijo","16.56813456","-98.85207048","2025-04"
"11834381","12018212391001951000000000U8","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","Ninguno","CALLE","Ignacio Allende","CALLE","Ninguno","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","134","7411006192",,,"Fijo","16.5679577","-98.85178968","2025-04"
"11772335","12018212391001881000000000U7","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Pozahualco","CALLE","Ninguno","AVENIDA","Las Salinas","CALLE","Ninguno","0","SN",,,,,"LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","028","7411511814",,,"Fijo","16.56577642","-98.85018607","2025-04"
"11772960","12018212391002061000000000U5","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Carretera Federal","CALLE","Ninguno","CALLE","Ignacio Zaragoza","CALLE","12 de Diciembre","0","SN",,,"0","SN","LOCALIDAD","ISLALTEPEC LAS PAROTAS",,,,"41880","12","Guerrero","018","Copala","0017","Islaltepec (Las Parotas)","007A","008","7411159764",,,"Fijo","16.57824885","-98.84095864","2025-04"
"11775415","12018212391001911000000000U2","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","Revolución","CALLE","Emiliano Zapata","CALLE","María del Rosario Martínez Lucas","CALLE","Constitución","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,"41880","12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","002","7411103430",,,"Fijo","16.56815294","-98.85208974","2025-04"
"11775629","12018212391001611000000000U8","UNIDAD MINERA DE SAL SIN NOMBRE",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","REVOLUCION","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","REVOLUCION","0","SN",,,"0","SN","LOCALIDAD","OJO DE AGUA LAS SALINAS",,,,,"12","Guerrero","018","Copala","0020","Ojo de Agua (Las Salinas)                                                                                     ","007A","074","7411319087",,,"Fijo","16.57006884","-98.85497501","2025-04"
